cliente,fecha,nombre_categoria,nombre_competencia, precio_competencia,vida_util,fecha_inventario,historial_compras,precio,nombre_tipo,cantidad_disponible,cantidad_comprada,tipo_promocion,fecha_inicio,fecha_fin
Cliente 2724,25/06/2020,Leche,Nestle,81,1,14/05/2020,25,81.7,Supermercado,66,64.1,Descuento Porcentual,19/05/2022,26/05/2022
Cliente 2725,27/12/2022,Leche,Delizia,13.6,23,03/12/2022,283,8.7,Online,347,13.77,Descuento Porcentual,18/09/2020,04/10/2022
Cliente 2726,27/02/2022,Gelatina,Delizia,71.9,105,31/12/2021,108,69.4,Agencia,7,16.82,2x1,03/01/2018,29/07/2019
Cliente 2727,02/07/2020,Mermelada,Pairumani,74.5,39,23/06/2020,63,76.5,Agencia,552,79.17,2x1,07/09/2018,19/08/2020
Cliente 2728,25/12/2022,Crema de Lecha,Delizia,83,6,31/10/2022,388,84.7,Agencia,197,60.58,2x1,26/10/2020,10/11/2020
Cliente 2729,26/11/2019,Helado,Delizia,55.9,24,22/11/2019,760,58.9,Online,201,84.97,2x1,02/09/2018,21/11/2022
Cliente 2730,05/10/2021,Crema de Lecha,Nestle,75.6,6,06/09/2021,321,80,Online,565,88.65,Sin Descuento,16/06/2022,07/07/2022
Cliente 2731,22/09/2022,Leche,Pairumani,79,30,11/09/2022,3,84,Online,2,80.79,Sin Descuento,07/04/2021,22/04/2021
Cliente 2732,06/03/2021,Yogurt Griego,Nestle,40.6,12,03/02/2021,377,37.9,Supermercado,453,11.67,2x1,21/02/2021,05/06/2021
Cliente 2733,24/05/2019,Leche,Pairumani,48.2,2,16/04/2019,35,45.8,Agencia,76,69.69,Sin Descuento,14/02/2020,17/07/2022
Cliente 2734,17/09/2022,Helado,Pairumani,16.5,25,13/08/2022,575,16.7,Agencia,57,31.08,Descuento Porcentual,27/04/2019,08/06/2019
Cliente 2735,04/05/2019,Helado,Delizia,97.8,24,19/03/2019,166,100.7,Agencia,17,75.09,Sin Descuento,29/12/2021,15/01/2022
Cliente 2736,11/08/2020,Jugo,Nestle,26.3,10,26/07/2020,780,28.3,Supermercado,31,48.11,Sin Descuento,14/05/2018,20/05/2018
Cliente 2737,14/10/2019,Mermelada,Delizia,44.8,32,06/09/2019,3,44.2,Agencia,70,59.66,Sin Descuento,03/03/2020,08/03/2020
Cliente 2738,26/03/2020,Jugo,Delizia,20,11,14/02/2020,37,19.9,Supermercado,596,59.03,Sin Descuento,01/09/2021,28/09/2021
Cliente 2739,20/12/2020,Yogurt Griego,Nestle,71.7,13,14/12/2020,5,74.9,Agencia,734,18.46,2x1,23/03/2019,05/06/2020
Cliente 2740,06/05/2021,Yogurt Griego,Delizia,30.3,17,05/05/2021,17,29,Online,579,36.03,Sin Descuento,24/08/2021,09/09/2021
Cliente 2741,03/10/2021,Helado,Delizia,46.3,24,07/09/2021,196,47.7,Agencia,40,41.35,Sin Descuento,02/03/2019,26/02/2021
Cliente 2742,23/11/2022,Yogurt,Delizia,44.8,23,21/10/2022,184,48.3,Online,144,17.81,Sin Descuento,28/09/2022,24/10/2022
Cliente 2743,08/03/2022,Leche,Delizia,20.7,2,08/02/2022,190,18.4,Online,461,41.3,2x1,12/10/2022,25/10/2022
Cliente 2744,21/10/2019,Yogurt Griego,Delizia,53.3,13,03/10/2019,41,57.8,Supermercado,4,44.56,Sin Descuento,16/01/2020,07/11/2020
Cliente 2745,15/07/2021,Yogurt Griego,Delizia,83,13,14/07/2021,28,83.1,Agencia,16,96.22,Sin Descuento,12/07/2020,10/08/2020
Cliente 2746,02/11/2022,Queso,Pairumani,49.9,67,18/10/2022,174,54.1,Online,462,91.21,Sin Descuento,07/01/2020,03/11/2020
Cliente 2747,02/01/2022,Gelatina,Delizia,43.7,145,24/12/2021,650,42.6,Supermercado,311,76.51,Descuento Porcentual,02/11/2019,12/11/2019
Cliente 2748,18/09/2020,Mermelada,Nestle,97.3,26,06/08/2020,52,92.6,Online,20,34.89,Sin Descuento,27/03/2022,01/04/2022
Cliente 2749,20/05/2019,Leche,Nestle,66,1,15/05/2019,244,68.8,Online,62,87.11,Sin Descuento,02/01/2018,10/04/2019
Cliente 2750,02/05/2022,Mantequilla,Delizia,13.2,7,18/04/2022,381,16,Supermercado,376,41.35,Sin Descuento,06/02/2018,27/10/2019
Cliente 2751,24/11/2020,Queso,Pairumani,68.6,85,12/11/2020,299,73.1,Online,219,60.13,Descuento Porcentual,14/02/2021,14/03/2022
Cliente 2752,07/11/2021,Helado,Pairumani,24.6,26,25/10/2021,306,26.1,Agencia,492,11.25,Descuento Porcentual,12/02/2019,07/10/2020
Cliente 2753,03/07/2022,Yogurt Griego,Pairumani,78.8,17,30/05/2022,656,80.8,Agencia,99,87.86,Descuento Porcentual,02/08/2019,30/04/2021
Cliente 2754,18/04/2019,Mermelada,Nestle,42.4,40,18/03/2019,377,39.1,Agencia,564,26.86,Sin Descuento,21/11/2020,04/12/2020
Cliente 2755,18/07/2020,Crema de Lecha,Pairumani,22.9,7,02/06/2020,339,23,Online,619,72.84,Sin Descuento,22/02/2021,10/03/2021
Cliente 2756,15/09/2021,Gelatina,Delizia,45.8,89,25/07/2021,123,45.6,Agencia,53,68.31,2x1,31/07/2022,15/08/2022
Cliente 2757,02/07/2022,Yogurt Griego,Delizia,60.9,12,04/06/2022,79,57.9,Supermercado,8,38.22,Sin Descuento,14/03/2018,12/12/2018
Cliente 2758,28/04/2019,Leche,Delizia,93.8,2,10/04/2019,293,97.5,Online,184,25.54,Descuento Porcentual,23/09/2020,03/10/2020
Cliente 2759,28/06/2022,Jugo,Nestle,56.2,10,16/06/2022,182,56.2,Agencia,369,65.71,Descuento Porcentual,02/11/2020,06/11/2020
Cliente 2760,17/02/2020,Mantequilla,Delizia,47.3,11,14/01/2020,427,48.3,Supermercado,387,81.98,2x1,08/09/2020,25/09/2020
Cliente 2761,18/01/2022,Leche,Delizia,41.7,2,03/01/2022,48,45.1,Supermercado,16,95.92,Descuento Porcentual,05/08/2020,01/09/2020
Cliente 2762,04/10/2022,Helado,Delizia,32.9,29,25/09/2022,388,34.7,Supermercado,313,86.23,Descuento Porcentual,16/08/2020,10/05/2021
Cliente 2763,22/09/2020,Helado,Delizia,24.9,22,14/08/2020,91,24.6,Supermercado,838,56.52,Sin Descuento,16/06/2018,20/08/2019
Cliente 2764,18/01/2020,Mantequilla,Delizia,18.3,10,29/11/2019,13,22.6,Supermercado,62,24.83,2x1,25/12/2018,06/01/2021
Cliente 2765,21/01/2020,Jugo,Pairumani,82.6,7,18/12/2019,477,82.4,Agencia,492,37.81,Sin Descuento,17/04/2018,07/08/2021
Cliente 2766,13/02/2020,Jugo,Delizia,67.3,12,02/01/2020,292,70.7,Online,415,23.09,Descuento Porcentual,21/07/2018,15/11/2021
Cliente 2767,25/03/2021,Mantequilla,Delizia,15.3,13,28/02/2021,142,13.7,Online,40,53.18,2x1,31/10/2019,11/10/2020
Cliente 2768,10/12/2021,Helado,Pairumani,59.3,28,02/11/2021,282,63.2,Agencia,435,66.21,Descuento Porcentual,12/12/2019,27/10/2020
Cliente 2769,16/07/2021,Helado,Delizia,63.5,24,17/06/2021,362,66.1,Online,364,28.93,Descuento Porcentual,14/12/2020,23/04/2021
Cliente 2770,15/09/2020,Gelatina,Nestle,23.6,77,13/08/2020,109,26.5,Agencia,819,26.41,Descuento Porcentual,16/10/2019,30/06/2020
Cliente 2771,26/04/2022,Helado,Delizia,83.5,22,15/04/2022,28,85.1,Online,6,93.33,Sin Descuento,31/12/2020,27/01/2021
Cliente 2772,26/01/2022,Crema de Lecha,Delizia,71.7,7,13/01/2022,553,68.5,Supermercado,222,22.99,Sin Descuento,07/07/2022,31/07/2022
Cliente 2773,23/11/2019,Yogurt Griego,Delizia,68.4,13,01/10/2019,80,65.4,Online,86,46.69,2x1,26/04/2018,25/05/2018
Cliente 2774,27/01/2022,Mantequilla,Nestle,91.7,10,27/12/2021,407,91.5,Agencia,590,39.11,Descuento Porcentual,29/07/2021,01/08/2021
Cliente 2775,14/05/2020,Leche,Delizia,30.1,1,16/03/2020,281,33.4,Online,445,23.93,2x1,14/11/2018,09/02/2021
Cliente 2776,08/09/2022,Mermelada,Nestle,93.3,40,11/07/2022,346,95.5,Online,575,55.24,2x1,01/06/2020,25/06/2020
Cliente 2777,03/06/2020,Gelatina,Delizia,85,131,04/04/2020,125,84.1,Online,313,63.01,Descuento Porcentual,11/09/2018,05/09/2021
Cliente 2778,15/06/2021,Crema de Lecha,Delizia,79.6,7,12/06/2021,155,79.2,Supermercado,271,57.41,Sin Descuento,03/12/2020,01/11/2021
Cliente 2779,03/10/2021,Gelatina,Pairumani,31,130,11/09/2021,369,27,Agencia,476,35.48,Sin Descuento,22/02/2020,17/05/2020
Cliente 2780,02/08/2019,Mermelada,Delizia,90.4,40,05/07/2019,344,94.8,Agencia,156,41.06,2x1,09/08/2021,22/02/2022
Cliente 2781,08/04/2022,Mermelada,ILVA,89.1,34,12/03/2022,223,93.7,Supermercado,382,91.7,2x1,29/07/2019,07/08/2019
Cliente 2782,03/03/2019,Yogurt,Delizia,59.5,27,06/01/2019,61,57.1,Agencia,234,85.76,Descuento Porcentual,13/12/2022,16/12/2022
Cliente 2783,16/02/2022,Mermelada,ILVA,93,30,20/12/2021,75,94.8,Agencia,779,42.42,2x1,10/05/2020,05/10/2020
Cliente 2784,18/05/2020,Jugo,Delizia,97.3,14,09/04/2020,155,93.7,Agencia,122,26.17,Sin Descuento,10/02/2021,16/02/2021
Cliente 2785,08/09/2022,Leche,Nestle,22.3,2,27/07/2022,337,18.5,Agencia,656,53.96,Descuento Porcentual,24/02/2018,18/12/2018
Cliente 2786,14/02/2019,Queso,Delizia,61.3,77,18/12/2018,310,58.9,Agencia,148,16.44,Descuento Porcentual,07/08/2022,22/08/2022
Cliente 2787,20/05/2019,Crema de Lecha,Pairumani,47.4,7,17/04/2019,622,46.5,Supermercado,211,59.28,Descuento Porcentual,07/02/2020,14/01/2021
Cliente 2788,06/11/2020,Gelatina,Nestle,78.2,122,26/10/2020,328,76,Online,10,83.77,2x1,02/06/2022,24/06/2022
Cliente 2789,09/06/2020,Yogurt,Pairumani,70.7,28,17/04/2020,6,73.8,Supermercado,35,85.92,Sin Descuento,13/01/2020,05/07/2021
Cliente 2790,07/04/2021,Mermelada,Delizia,42.7,29,20/02/2021,288,39,Online,439,72.42,Sin Descuento,05/03/2022,16/03/2022
Cliente 2791,28/02/2019,Mantequilla,Nestle,92.8,14,30/12/2018,317,93.5,Agencia,615,96.73,Descuento Porcentual,05/11/2018,05/05/2020
Cliente 2792,11/09/2022,Crema de Lecha,Nestle,34.6,5,21/08/2022,674,29.6,Agencia,96,21.8,Sin Descuento,10/02/2018,06/07/2022
Cliente 2793,08/07/2022,Mermelada,Delizia,95.1,33,24/05/2022,433,92.6,Supermercado,203,27.23,Sin Descuento,02/02/2021,26/02/2021
Cliente 2794,05/03/2020,Helado,Delizia,56.3,22,23/02/2020,11,59.2,Supermercado,120,70.66,Sin Descuento,09/12/2018,08/01/2019
Cliente 2795,27/09/2020,Yogurt,Pairumani,77.6,30,04/09/2020,235,74.6,Agencia,520,64.43,2x1,10/08/2022,07/09/2022
Cliente 2796,12/06/2021,Leche,Delizia,37.7,2,29/05/2021,101,41.5,Supermercado,345,90.02,2x1,08/05/2022,26/05/2022
Cliente 2797,06/04/2021,Gelatina,Pairumani,98.9,148,24/02/2021,2,103.6,Online,2,34.9,Sin Descuento,13/07/2022,17/07/2022
Cliente 2798,03/09/2020,Queso,Delizia,23.3,63,27/08/2020,79,18.8,Agencia,777,37.13,Sin Descuento,29/11/2020,18/12/2020
Cliente 2799,25/07/2019,Leche,Delizia,76.5,26,10/07/2019,50,73,Supermercado,136,16.17,Descuento Porcentual,16/01/2019,21/01/2019
Cliente 2800,26/05/2021,Yogurt,Delizia,34.8,28,18/05/2021,70,39.3,Online,394,85.57,2x1,09/09/2019,09/08/2021
Cliente 2801,24/09/2022,Leche,Delizia,78.4,2,20/09/2022,106,77.5,Online,34,77.37,Descuento Porcentual,27/05/2022,04/06/2022
Cliente 2802,13/02/2021,Yogurt Griego,Delizia,55.7,17,10/02/2021,193,52.6,Supermercado,302,71.48,Sin Descuento,06/07/2022,16/07/2022
Cliente 2803,09/02/2022,Leche,Nestle,22.6,2,19/01/2022,306,27.2,Agencia,74,94.52,Descuento Porcentual,26/11/2022,22/12/2022
Cliente 2804,09/04/2020,Gelatina,Pairumani,83.1,122,09/02/2020,56,85.5,Online,182,11.87,2x1,08/03/2018,03/10/2019
Cliente 2805,20/08/2019,Helado,Delizia,58.3,30,02/07/2019,2,62.9,Online,1,60.98,Sin Descuento,16/11/2020,05/12/2020
Cliente 2806,13/08/2020,Queso,Purita,84.4,73,16/06/2020,15,81.8,Supermercado,46,14.48,Sin Descuento,02/02/2018,27/09/2020
Cliente 2807,01/05/2022,Mantequilla,Delizia,18.7,8,08/03/2022,5,19.6,Agencia,0,17.79,Sin Descuento,09/11/2021,21/11/2021
Cliente 2808,19/12/2020,Helado,Pairumani,83.1,24,23/10/2020,420,81.8,Online,47,90.16,Descuento Porcentual,03/11/2021,02/12/2021
Cliente 2809,01/08/2020,Crema de Lecha,Nestle,25.9,5,04/07/2020,28,28.4,Online,52,23.99,Descuento Porcentual,09/01/2020,22/01/2020
Cliente 2810,15/03/2022,Crema de Lecha,Nestle,72.3,6,16/01/2022,130,69.8,Supermercado,470,91.3,2x1,20/04/2020,19/05/2020
Cliente 2811,10/11/2020,Gelatina,Delizia,64.2,88,22/09/2020,502,64.8,Online,358,60.44,Descuento Porcentual,30/08/2019,21/03/2022
Cliente 2812,14/05/2022,Mantequilla,Nestle,32.8,11,16/04/2022,72,28.6,Online,63,75.36,2x1,31/01/2022,22/02/2022
Cliente 2813,27/02/2020,Gelatina,Delizia,76.3,147,24/02/2020,80,71.9,Supermercado,5,57.42,Descuento Porcentual,04/11/2018,10/05/2021
Cliente 2814,07/09/2019,Yogurt Griego,Nestle,91,12,15/07/2019,477,95.6,Agencia,172,85.96,2x1,17/03/2021,27/03/2021
Cliente 2815,23/10/2019,Gelatina,Delizia,98.8,146,26/09/2019,18,103,Supermercado,16,99.51,Descuento Porcentual,01/12/2019,12/12/2019
Cliente 2816,14/03/2020,Jugo,Delizia,43.7,7,02/02/2020,82,45.7,Agencia,566,52.98,Sin Descuento,21/10/2019,11/11/2019
Cliente 2817,18/05/2021,Yogurt Griego,Nestle,50.5,13,24/04/2021,72,55.4,Supermercado,247,36.55,Sin Descuento,19/08/2019,08/12/2020
Cliente 2818,08/01/2021,Crema de Lecha,Delizia,71.4,5,02/01/2021,143,72.3,Agencia,377,11.62,2x1,10/07/2021,16/02/2022
Cliente 2819,28/03/2019,Helado,Delizia,17.4,27,06/02/2019,38,15.4,Online,7,73.22,2x1,01/02/2020,29/02/2020
Cliente 2820,08/07/2021,Jugo,Nestle,39.6,9,26/05/2021,117,37.4,Online,109,56.35,2x1,06/11/2018,01/08/2021
Cliente 2821,09/05/2020,Gelatina,Delizia,14.9,109,02/05/2020,160,11.4,Supermercado,82,36.67,Sin Descuento,21/08/2019,18/09/2019
Cliente 2822,28/05/2022,Yogurt Griego,Delizia,68.2,16,23/04/2022,50,68.1,Online,205,80.44,2x1,09/01/2021,21/01/2021
Cliente 2823,24/05/2022,Queso,Purita,61,26,14/05/2022,859,60.8,Agencia,130,77.01,2x1,30/07/2022,16/09/2022
Cliente 2824,17/05/2021,Yogurt,Delizia,10.8,23,01/04/2021,111,8.8,Online,272,32.12,Descuento Porcentual,12/04/2019,16/04/2019
Cliente 2825,26/01/2020,Mermelada,Delizia,24.8,27,07/01/2020,169,23.6,Agencia,12,78.54,2x1,11/05/2022,18/05/2022
Cliente 2826,15/08/2021,Queso,Purita,81.7,55,03/08/2021,76,81.2,Online,694,93.01,Descuento Porcentual,09/10/2021,29/10/2021
Cliente 2827,13/12/2021,Jugo,Delizia,18.3,14,11/12/2021,464,14.5,Supermercado,0,41.42,Sin Descuento,16/02/2021,04/08/2021
Cliente 2828,02/11/2020,Leche,Pairumani,32,21,24/09/2020,6,36.8,Agencia,31,14.8,2x1,05/12/2021,07/12/2021
Cliente 2829,03/08/2021,Mermelada,Delizia,36.2,38,11/07/2021,231,40.4,Agencia,707,13.1,Descuento Porcentual,02/04/2018,10/04/2019
Cliente 2830,22/02/2020,Yogurt Griego,Pairumani,67.7,12,22/01/2020,95,67.8,Agencia,107,63.49,Descuento Porcentual,16/12/2021,05/07/2022
Cliente 2831,04/01/2019,Queso,Purita,65,66,14/11/2018,814,64,Online,80,24.48,2x1,18/01/2019,06/02/2019
Cliente 2832,10/03/2021,Leche,Nestle,66.7,1,14/01/2021,24,69.2,Online,7,50.75,Descuento Porcentual,18/08/2018,15/01/2022
Cliente 2833,18/11/2020,Helado,Delizia,63.8,21,16/10/2020,587,63.6,Supermercado,62,40.81,2x1,14/07/2020,03/08/2022
Cliente 2834,18/07/2020,Gelatina,Nestle,35.5,140,13/06/2020,135,38.3,Online,1,13.88,Descuento Porcentual,08/06/2020,24/06/2020
Cliente 2835,06/04/2022,Leche,Delizia,89.9,28,02/04/2022,293,85.6,Agencia,524,92.17,2x1,21/02/2019,18/05/2019
Cliente 2836,23/06/2022,Gelatina,Delizia,76.1,95,29/05/2022,234,71.8,Agencia,10,56.02,Sin Descuento,21/03/2020,18/02/2021
Cliente 2837,10/03/2020,Gelatina,Nestle,39.2,91,17/01/2020,194,39.6,Supermercado,170,36.52,Descuento Porcentual,08/11/2020,29/11/2020
Cliente 2838,25/08/2022,Mantequilla,Pairumani,76.6,12,10/08/2022,298,78.2,Supermercado,410,50.74,Descuento Porcentual,23/03/2021,03/06/2021
Cliente 2839,22/01/2019,Leche,Delizia,38.6,25,15/12/2018,18,43,Online,350,38.34,2x1,04/12/2018,18/12/2018
Cliente 2840,14/11/2019,Crema de Lecha,Pairumani,55.7,5,04/10/2019,19,57,Online,86,63.71,Sin Descuento,13/09/2020,03/12/2021
Cliente 2841,10/08/2019,Crema de Lecha,Nestle,12.3,5,11/07/2019,534,12,Online,336,22.11,Sin Descuento,27/11/2020,13/12/2020
Cliente 2842,12/03/2020,Helado,Pairumani,34.8,24,23/01/2020,276,36.8,Supermercado,709,81.49,2x1,07/11/2018,06/12/2018
Cliente 2843,28/04/2021,Yogurt,Delizia,53.1,24,01/03/2021,229,53.1,Agencia,170,86.58,Descuento Porcentual,28/12/2018,24/12/2019
Cliente 2844,24/09/2021,Jugo,Nestle,93.5,11,15/09/2021,180,94.8,Supermercado,72,19.87,Sin Descuento,15/11/2021,05/12/2021
Cliente 2845,23/12/2020,Yogurt Griego,Delizia,45.4,14,22/12/2020,428,43.6,Supermercado,310,99.83,Sin Descuento,30/08/2019,26/12/2020
Cliente 2846,07/09/2021,Yogurt,Pairumani,87.4,29,12/08/2021,572,87.7,Agencia,122,18.99,Descuento Porcentual,11/02/2021,26/06/2022
Cliente 2847,08/05/2019,Yogurt Griego,Pairumani,95.5,15,11/04/2019,46,95.6,Supermercado,45,21.37,2x1,16/06/2020,03/07/2020
Cliente 2848,23/09/2019,Jugo,Delizia,97.4,11,15/08/2019,21,100.2,Supermercado,7,87.15,Sin Descuento,25/05/2020,09/03/2022
Cliente 2849,22/03/2019,Crema de Lecha,Delizia,74.3,5,26/02/2019,44,79.2,Online,945,57.81,Sin Descuento,02/01/2019,27/08/2019
Cliente 2850,19/12/2020,Mantequilla,Delizia,71,13,20/11/2020,634,68.2,Agencia,210,16.6,Descuento Porcentual,09/01/2022,20/01/2022
Cliente 2851,27/12/2020,Jugo,Delizia,66.3,7,31/10/2020,124,64.8,Supermercado,26,42.97,Descuento Porcentual,20/05/2018,25/10/2019
Cliente 2852,04/07/2020,Leche,Nestle,64.9,1,12/06/2020,569,68.8,Online,172,60.13,2x1,29/11/2018,05/04/2021
Cliente 2853,13/03/2022,Helado,Delizia,74,23,28/01/2022,69,73.2,Online,136,27.43,Sin Descuento,22/11/2018,31/10/2022
Cliente 2854,06/09/2022,Yogurt Griego,Delizia,40,15,22/08/2022,457,39,Supermercado,348,80.64,2x1,27/05/2020,30/11/2020
Cliente 2855,14/03/2022,Queso,Delizia,53,53,14/02/2022,551,54.9,Online,310,81.9,2x1,19/10/2019,18/11/2019
Cliente 2856,26/03/2021,Helado,Delizia,94.7,21,24/02/2021,1,95.8,Online,70,63,Descuento Porcentual,07/04/2018,03/12/2022
Cliente 2857,02/12/2019,Yogurt,Delizia,66.3,24,29/11/2019,473,71,Agencia,100,20.26,Sin Descuento,28/06/2018,22/11/2019
Cliente 2858,10/09/2021,Helado,Pairumani,87,26,31/07/2021,56,85.6,Online,524,93.51,Sin Descuento,13/05/2019,11/03/2020
Cliente 2859,14/12/2021,Gelatina,Nestle,88.3,114,30/10/2021,396,87.4,Supermercado,241,30.89,Sin Descuento,15/01/2019,12/03/2021
Cliente 2860,19/10/2019,Yogurt Griego,Delizia,43.8,16,07/10/2019,85,43.9,Supermercado,269,19.24,2x1,03/03/2022,02/04/2022
Cliente 2861,07/08/2020,Yogurt,Delizia,38.1,26,12/07/2020,190,40.5,Agencia,120,35.3,Descuento Porcentual,02/07/2021,15/07/2021
Cliente 2862,23/12/2022,Queso,Delizia,26.2,76,24/11/2022,588,30.8,Supermercado,300,93.14,Descuento Porcentual,20/11/2019,22/11/2019
Cliente 2863,10/03/2020,Leche,Delizia,62.9,1,07/02/2020,166,62,Agencia,248,74.86,Sin Descuento,24/04/2021,01/05/2021
Cliente 2864,16/08/2019,Mermelada,Nestle,84.3,38,28/06/2019,299,80.8,Supermercado,575,42.54,2x1,02/04/2020,25/04/2020
Cliente 2865,04/04/2021,Mantequilla,Delizia,24.5,13,27/02/2021,144,20.1,Supermercado,11,82,Sin Descuento,11/03/2022,28/03/2022
Cliente 2866,15/07/2020,Crema de Lecha,Nestle,75.4,6,31/05/2020,165,73.8,Online,421,93.3,2x1,03/11/2022,08/11/2022
Cliente 2867,23/07/2021,Jugo,Pairumani,52,11,14/06/2021,352,47.9,Supermercado,415,11.54,Sin Descuento,13/02/2019,09/03/2019
Cliente 2868,01/11/2019,Crema de Lecha,Nestle,18.9,6,25/09/2019,161,17.6,Agencia,431,87.99,Descuento Porcentual,13/04/2019,03/07/2020
Cliente 2869,02/01/2020,Helado,Delizia,17.4,23,17/11/2019,1,15,Supermercado,841,23.94,Sin Descuento,18/02/2022,03/07/2022
Cliente 2870,20/05/2019,Jugo,Pairumani,28,9,22/03/2019,119,25.6,Online,157,60.71,Sin Descuento,21/06/2018,20/12/2018
Cliente 2871,01/06/2020,Mermelada,Nestle,40.7,28,10/04/2020,555,36.8,Supermercado,326,28.99,2x1,01/03/2021,31/03/2021
Cliente 2872,23/12/2019,Crema de Lecha,Delizia,72.2,6,17/12/2019,117,76.2,Online,48,13.33,2x1,28/01/2022,08/02/2022
Cliente 2873,27/10/2022,Yogurt Griego,Nestle,17.6,15,18/09/2022,52,21.5,Online,8,65.94,Sin Descuento,29/11/2018,18/05/2022
Cliente 2874,12/06/2022,Helado,Pairumani,61.5,23,26/05/2022,78,63.7,Online,606,16.55,Descuento Porcentual,24/08/2022,17/09/2022
Cliente 2875,01/12/2021,Helado,Delizia,15.9,29,17/10/2021,112,18.5,Agencia,455,36.72,2x1,09/05/2019,22/05/2019
Cliente 2876,18/05/2019,Yogurt,Delizia,54.8,24,17/04/2019,55,58.6,Supermercado,70,26.13,2x1,17/11/2021,13/12/2021
Cliente 2877,12/02/2020,Helado,Pairumani,39.4,21,14/12/2019,112,40.5,Online,85,80.76,2x1,29/12/2019,13/03/2021
Cliente 2878,22/11/2020,Queso,Norland,72.1,51,24/10/2020,235,73.6,Supermercado,605,51.15,Sin Descuento,28/01/2022,09/09/2022
Cliente 2879,24/07/2020,Mermelada,Nestle,74.9,39,30/06/2020,1,78.8,Agencia,3,10.07,Sin Descuento,05/06/2022,18/06/2022
Cliente 2880,06/12/2022,Yogurt,Pairumani,48.5,21,05/11/2022,314,51.1,Online,277,62.74,Descuento Porcentual,08/01/2022,26/01/2022
Cliente 2881,27/08/2020,Gelatina,Pairumani,86.2,150,10/07/2020,48,85.4,Supermercado,658,60.67,Sin Descuento,20/10/2021,05/11/2021
Cliente 2882,28/06/2020,Crema de Lecha,Delizia,34,7,23/05/2020,293,31.9,Agencia,138,59.57,Descuento Porcentual,20/06/2019,02/07/2020
Cliente 2883,03/04/2021,Queso,Purita,74.6,73,12/02/2021,43,73.2,Supermercado,64,83.06,Descuento Porcentual,24/11/2019,12/06/2022
Cliente 2884,21/08/2021,Yogurt,Delizia,75,26,16/07/2021,359,72.5,Agencia,106,15.86,Descuento Porcentual,08/01/2018,03/05/2018
Cliente 2885,10/12/2020,Yogurt,Delizia,50.7,25,02/11/2020,138,52.5,Agencia,191,78.57,2x1,25/04/2019,08/08/2020
Cliente 2886,10/07/2022,Helado,Delizia,48.5,22,04/07/2022,249,43.5,Supermercado,79,67.24,2x1,04/01/2020,26/01/2020
Cliente 2887,04/06/2020,Jugo,Delizia,34.6,9,23/04/2020,233,39.2,Supermercado,70,96.09,Descuento Porcentual,05/09/2021,13/09/2021
Cliente 2888,17/02/2020,Helado,Delizia,21.8,24,02/01/2020,539,25.5,Agencia,253,31.8,Descuento Porcentual,12/09/2018,26/09/2021
Cliente 2889,22/10/2020,Mantequilla,Delizia,86.5,10,18/09/2020,376,82.9,Agencia,196,59.23,Descuento Porcentual,15/09/2021,22/09/2021
Cliente 2890,13/02/2022,Mantequilla,Delizia,93.1,11,10/02/2022,136,96.3,Online,192,79.57,Descuento Porcentual,27/06/2020,13/07/2022
Cliente 2891,14/12/2019,Crema de Lecha,Delizia,74.1,6,30/11/2019,202,75.3,Online,241,18.22,2x1,19/11/2020,06/10/2022
Cliente 2892,10/05/2022,Queso,Pairumani,52.7,44,29/04/2022,242,49.2,Supermercado,165,73.54,Descuento Porcentual,28/09/2020,16/05/2021
Cliente 2893,27/07/2022,Leche,Delizia,82.1,1,05/06/2022,91,85.9,Online,2,58.47,Sin Descuento,24/02/2018,16/07/2020
Cliente 2894,23/11/2022,Queso,Pairumani,23,89,04/10/2022,294,27.5,Agencia,514,78,Descuento Porcentual,08/06/2020,15/06/2020
Cliente 2895,01/04/2022,Yogurt Griego,Pairumani,51.7,16,09/03/2022,235,56.4,Agencia,10,72.6,Sin Descuento,11/07/2022,17/07/2022
Cliente 2896,11/08/2020,Leche,Nestle,47.9,2,23/06/2020,101,50.3,Supermercado,170,91.43,Sin Descuento,06/12/2020,16/11/2022
Cliente 2897,09/05/2020,Jugo,Nestle,57,8,23/03/2020,686,59.9,Supermercado,219,96.71,2x1,17/12/2021,02/01/2022
Cliente 2898,27/11/2021,Leche,Nestle,61,2,30/09/2021,441,56.9,Supermercado,6,87.78,Sin Descuento,05/05/2020,24/05/2020
Cliente 2899,20/04/2020,Yogurt Griego,Delizia,17.5,17,17/03/2020,121,18.3,Online,725,49.95,Sin Descuento,22/01/2021,29/12/2022
Cliente 2900,28/04/2019,Leche,Delizia,42.9,24,06/04/2019,202,44.7,Supermercado,131,56.32,Sin Descuento,22/12/2021,04/01/2022
Cliente 2901,18/03/2022,Queso,Delizia,18.4,77,01/03/2022,149,17.9,Agencia,385,35.82,Sin Descuento,25/09/2021,07/10/2021
Cliente 2902,25/01/2020,Crema de Lecha,Delizia,69,7,10/01/2020,229,73.4,Online,300,24.79,Sin Descuento,15/02/2020,21/02/2020
Cliente 2903,13/03/2021,Jugo,Pairumani,94.5,12,18/02/2021,188,89.7,Agencia,643,18.04,2x1,25/04/2019,15/10/2019
Cliente 2904,13/02/2019,Crema de Lecha,Delizia,29.5,5,12/02/2019,53,25.7,Supermercado,281,20.52,2x1,26/04/2020,04/05/2020
